11,1,112792
12,1,33563
13,1,117665
14,1,82340
15,1,95765
16,1,77416
17,1,52618
18,1,83987
19,1,103874
20,1,101540
21,1,79945
22,1,115641
23,1,67116
24,1,84827
25,1,80801
26,1,96446
27,1,120587
28,1,91064
29,1,81633
30,1,71230
31,2,113189
32,2,114388
33,2,112697
34,2,114369
35,2,114814
36,2,113819
37,2,113862
38,2,112573
39,2,112585
40,2,112384
41,2,112462
42,2,112740
43,2,112864
44,2,113071
45,2,113957
46,2,113986
47,2,114898
48,2,112679
49,2,109445
50,2,109635
51,2,109707
52,2,110066
53,2,110148
54,2,110367
55,2,103994
56,2,110322
57,2,110428
58,2,109836
59,2,114069
60,2,110912
61,2,110932
62,2,111112
63,2,111070
64,2,111149
65,2,114924
66,2,109444
67,2,109446
68,2,109830
69,2,109831
70,2,110357
71,2,110475
72,2,110622
73,2,110771
74,2,110950
75,2,111257
76,2,111742
77,2,110027
78,2,106220
79,2,106918
80,2,106977
81,2,112966
82,2,107206
83,2,107290
84,2,107362
85,2,107616
86,2,107614
87,2,107818
88,2,107822
89,2,107943
90,2,108052
91,2,111201
92,2,108160
93,2,111418
94,2,107688
95,2,108333
96,2,112572
97,2,99785
98,2,99653
99,2,103639
100,2,103064
101,2,99348
102,2,96895
103,2,102926
104,2,65421
105,2,116683
106,2,118114
107,3,113419
108,3,112573
109,3,110005
110,3,110443
111,3,110912
112,3,111161
113,3,109813
114,3,109830
115,3,111257
116,3,108052
117,3,103639
118,3,96895
119,3,102926
120,3,101414
121,3,117998
122,3,117951
123,3,115736
124,3,93779
125,3,86190
126,3,67185
127,3,101921
128,3,96487
129,3,119654
130,3,120338
131,3,120669
132,3,120815
133,3,147612
134,3,98084
135,3,142342
136,3,162677
137,3,87332
138,3,167404
139,3,164181
140,3,169547
141,3,137523
142,3,104187
143,3,186151
144,3,180093
145,3,145487
146,3,310793
147,3,266543
148,3,167260
149,3,338013
150,3,361596
151,3,316654
152,3,250440
153,3,434409
154,3,418689
155,3,498380
156,3,468569
157,3,1487275
158,4,113189
159,4,112431
160,4,113326
161,4,115685
162,4,112462
163,4,113492
164,4,113957
165,4,76759
166,4,110737
167,4,110912
168,4,111280
169,4,109444
170,4,109830
171,4,109831
172,4,110357
173,4,110475
174,4,111503
175,4,106220
176,4,106519
177,4,106582
178,4,106598
179,4,106673
180,4,106697
181,4,107076
182,4,107290
183,4,83658
184,4,103639
185,4,103064
186,4,99348
187,4,29583
188,4,32910
189,4,82509
190,4,65421
191,4,68646
192,4,52357
193,4,53291
194,4,33870
195,4,32138
196,4,71607
197,4,53271
198,4,42332
199,4,58331
200,4,76538
201,4,66817
202,4,43274
203,4,82406
204,4,95016
205,4,67992
206,4,95159
207,4,105236
208,4,83866
209,4,72081
210,4,96754
211,4,71853
212,4,78446
213,4,80684
214,4,93779
215,4,82971
216,4,90605
217,4,66921
218,4,78788
219,4,86190
220,4,99685
221,4,78748
222,4,54215
223,4,80455
224,4,93058
225,4,86879
226,4,75686
227,4,88247
228,4,100519
229,4,88794
230,4,81505
231,4,92005
232,4,107048
233,4,88763
234,4,72431
235,4,32455
236,4,97493
237,4,88258
238,4,97576
239,4,84503
240,4,98635
241,4,92632
242,4,51418
243,4,55824
244,4,117731
245,4,79945
246,4,102975
247,4,84726
248,4,92007
249,4,103776
250,4,77631
251,4,73195
252,4,77766
253,4,105435
254,4,119567
255,4,119654
256,4,83131
257,4,90329
258,4,120890
259,4,117786
260,4,120591
261,4,122151
262,4,67116
263,4,75148
264,4,95953
265,4,91369
266,4,88847
267,4,84516
268,4,93409
269,4,104714
270,4,87363
271,4,89218
272,4,76054
273,4,34492
274,4,94947
275,4,87182
276,4,88814
277,4,78869
278,4,91059
279,4,97523
280,4,98213
281,4,61852
282,4,48280
283,4,97757
284,4,55254
285,4,89731
286,4,46183
287,4,78158
288,4,102803
289,4,53285
290,4,88161
291,4,19422
292,4,84827
293,4,79367
294,4,83798
295,4,86066
296,4,87469
297,4,101272
298,4,83791
299,4,90633
300,4,89469
301,4,88128
302,4,88323
303,4,94721
304,4,96446
305,4,94226
306,4,98258
307,4,96073
308,4,104257
309,4,105151
310,4,91954
311,4,89155
312,4,83944
313,4,88011
314,4,79817
315,4,51622
316,4,91605
317,4,94964
318,4,99422
319,4,120915
320,4,78346
321,4,84156
322,4,145660
323,4,99052
324,4,87332
325,4,132347
326,4,91557
327,4,131325
328,4,66765
329,4,80339
330,4,85995
331,4,94737
332,4,85334
333,4,104839
334,4,89175
335,4,82348
336,4,73812
337,4,86154
338,4,91799
339,4,100802
340,4,91042
341,4,81633
342,4,100502
343,4,96438
344,4,70328
345,4,83767
346,4,70608
347,4,86465
348,4,79540
349,4,101605
350,4,94027
351,4,93010
352,4,95631
353,4,101889
354,4,87231
355,4,107659
356,4,83929
357,4,88683
358,4,104694
359,4,105812
360,4,104684
361,4,92106
362,5,113228
363,5,112697
364,5,116483
365,5,115685
366,5,112384
367,5,109686
368,5,110527
369,5,109040
370,5,109830
371,5,110357
372,5,110475
373,5,111257
374,5,106673
375,5,107614
376,5,99785
377,5,103639
378,5,101414
379,5,100405
380,5,117218
381,5,68646
382,5,52357
383,5,32138
384,5,42332
385,5,59742
386,5,73486
387,5,71562
388,5,61722
389,5,98635
390,5,77631
391,5,116695
392,5,119528
393,5,119567
394,5,120382
395,5,120338
396,5,120888
397,5,119822
398,5,129387
399,5,95953
400,5,88847
401,5,70047
402,5,99674
403,5,97757
404,5,120812
405,5,120587
406,5,120623
407,5,128853
408,5,151804
409,5,145660
410,5,142342
411,5,163651
412,5,167404
413,5,131325
414,5,91042
415,5,120601
416,5,120363
417,5,134119
418,5,195685
419,5,187393
420,5,181875
421,5,212338
422,5,241303
423,5,207201
424,5,162222
425,5,212346
426,5,126029
427,5,203009
428,5,250494
429,5,252866
430,5,240772
431,5,268978
432,5,258000
433,5,259446
434,5,145487
435,5,257044
436,5,310793
437,5,298130
438,5,295297
439,5,253474
440,5,286499
441,5,315327
442,5,266543
443,5,289043
444,5,335266
445,5,314331
446,5,374900
447,5,390521
448,5,361596
449,5,316654
450,5,343818
451,5,405159
452,5,395169
453,5,367594
454,5,375679
455,5,356910
456,5,396269
457,5,405422
458,5,358273
459,5,363771
460,5,360717
461,5,443453
462,6,75314
463,6,112642
